shipment_id,warehouse_id,region_id,carrier_id,shipment_cost,delivery_status,is_fragile,shipment_date,delivery_date,package_weight_kg,declared_value_inr,payment_type,priority_level,created_ts,delivery_days
L8230,W27,R05,C09,605.9,Delivered,N,2025-12-16,2025-12-21,1.62,14847,Prepaid,Standard,2025-12-16 07:54:00,
L8537,W23,R03,C10,729.52,Delivered,Y,2025-12-16,2025-12-19,3.27,11377,COD,Express,2025-12-16 08:23:00,
L7922,W22,R01,C04,706.97,Delivered,Y,2025-12-16,2025-12-20,13.47,15631,COD,Standard,2025-12-16 08:40:00,
L8761,W26,R04,C07,471.36,Delivered,Y,2025-12-16,2025-12-22,11.88,13740,Prepaid,Express,2025-12-16 08:47:00,
L7965,W23,R03,C06,1033.01,Delivered,N,2025-12-16,2025-12-17,16.15,12703,Credit,Express,2025-12-16 08:49:00,
L9309,W33,R08,C01,1350.13,Delayed,N,2025-12-16,2025-12-17,19.76,15413,Prepaid,Standard,2025-12-16 09:20:00,
L7934,W09,R02,C04,697.39,Delivered,N,2025-12-16,2025-12-21,14.14,19850,Prepaid,Standard,2025-12-16 10:10:00,
L7277,W34,R04,C08,866.31,Delivered,N,2025-12-16,2025-12-19,21.33,19001,Prepaid,Standard,2025-12-16 10:10:00,
L7861,W30,R04,C03,912.78,Delayed,Y,2025-12-16,2025-12-24,3.02,15452,Prepaid,Standard,2025-12-16 10:31:00,
L9024,W23,R03,C03,628.72,Delivered,N,2025-12-16,2025-12-19,9.81,6751,Prepaid,Standard,2025-12-16 11:22:00,
L7319,W13,R08,C03,766.19,Delivered,N,2025-12-16,2025-12-18,7.95,14889,COD,Standard,2025-12-16 11:51:00,
L9671,W38,R06,C09,754.66,Delivered,Y,2025-12-16,2025-12-20,8.8,4779,Prepaid,Express,2025-12-16 13:04:00,
L7482,W40,R03,C12,1580.38,Delivered,Y,2025-12-16,2025-12-17,6.91,9306,Credit,Standard,2025-12-16 13:33:00,
L7190,W12,R04,C09,477.01,Delivered,N,2025-12-16,2025-12-22,16.74,7908,COD,Standard,2025-12-16 13:36:00,
L7066,W32,R03,C13,744.42,Delivered,Y,2025-12-16,2025-12-20,16.3,16434,COD,Standard,2025-12-16 13:47:00,
L9581,W27,R05,C03,448.48,Delayed,N,2025-12-16,2025-12-19,15.89,7507,Credit,Standard,2025-12-16 13:52:00,
L7987,W20,R04,C08,506.21,Delivered,Y,2025-12-16,2025-12-22,11.27,18061,COD,Express,2025-12-16 14:05:00,
L9259,W35,R01,C07,470.89,Delivered,N,2025-12-16,2025-12-23,26.26,3238,COD,Standard,2025-12-16 14:19:00,
L7935,W29,R08,C09,351.27,Delivered,N,2025-12-16,2025-12-22,7.05,13342,COD,Standard,2025-12-16 14:22:00,
L8490,W07,R04,C08,524.76,Delivered,N,2025-12-16,2025-12-22,9.28,11984,Credit,Standard,2025-12-16 14:22:00,
L9899,W13,R08,C08,707.14,Delivered,N,2025-12-16,2025-12-19,7.34,15410,Prepaid,Express,2025-12-16 14:45:00,
L9719,W38,R06,C08,381.19,Delivered,N,2025-12-16,2025-12-22,15.03,8766,COD,Standard,2025-12-16 14:50:00,
L9034,W20,R04,C12,1148.71,Delivered,N,2025-12-16,2025-12-19,11.33,22482,Prepaid,Standard,2025-12-16 15:19:00,
L8450,W03,R05,C02,496.87,Delayed,N,2025-12-16,2025-12-19,9.82,17885,COD,Express,2025-12-16 15:38:00,
L9377,W19,R04,C08,578.68,Delivered,N,2025-12-16,2025-12-20,15.06,3245,Prepaid,Express,2025-12-16 15:53:00,
L8271,W28,R05,C13,392.58,Delivered,N,2025-12-16,2025-12-19,9.87,13540,COD,Standard,2025-12-16 15:54:00,
L7487,W14,R08,C02,576.82,Delayed,Y,2025-12-16,2025-12-22,5.84,500,Credit,Express,2025-12-16 16:08:00,
L9363,W22,R01,C06,1162.91,Delivered,N,2025-12-16,2025-12-17,14.91,1321,Prepaid,Standard,2025-12-16 16:13:00,
L7646,W25,R04,C15,1462.11,Delayed,Y,2025-12-16,2025-12-20,11.73,1662,Prepaid,Express,2025-12-16 16:18:00,
L8388,W24,R04,,232.07,Delayed,Y,2025-12-16,2025-12-24,18.44,22767,COD,Standard,2025-12-16 16:19:00,
L8212,W15,R07,C01,962.21,Delivered,N,2025-12-16,2025-12-19,3.13,16691,Prepaid,Standard,2025-12-16 16:23:00,
L9729,W25,R04,C07,476.47,Delivered,N,2025-12-16,2025-12-20,24.09,12048,Prepaid,Standard,2025-12-16 16:24:00,
L9502,W05,R05,C05,1225.45,Delayed,N,2025-12-16,2025-12-21,8.72,9369,Prepaid,Standard,2025-12-16 16:54:00,
L8818,W26,R04,C10,878.65,Delivered,Y,2025-12-16,2025-12-19,0.2,17994,Prepaid,Express,2025-12-16 17:05:00,
L7767,W02,R04,C13,396.87,Delayed,N,2025-12-16,2025-12-22,5.53,10722,COD,Standard,2025-12-16 17:22:00,
L9083,W09,R02,C04,681.71,Delivered,Y,2025-12-16,2025-12-19,3.46,6112,COD,Standard,2025-12-16 17:30:00,
L8728,W15,R07,C03,753.02,Delivered,Y,2025-12-16,2025-12-19,0.27,10079,Credit,Standard,2025-12-16 17:49:00,
L7778,W27,R05,C07,533.68,Delivered,Y,2025-12-16,2025-12-23,20.71,17888,Prepaid,Standard,2025-12-16 18:04:00,
L9455,W22,R01,C12,923.84,Delayed,N,2025-12-16,2025-12-20,10.0,16536,Prepaid,Standard,2025-12-16 18:26:00,
L8260,W16,R02,C07,390.59,Delivered,N,2025-12-16,2025-12-23,16.01,7675,COD,Standard,2025-12-16 18:33:00,
L8081,W21,R07,C07,592.92,Delayed,N,2025-12-16,2025-12-25,15.45,20215,Prepaid,Standard,2025-12-16 19:08:00,
L7176,W15,R07,C04,771.1,Delivered,N,2025-12-16,2025-12-18,10.02,4397,Prepaid,Standard,2025-12-16 19:26:00,
L8836,W28,R05,C03,5617.36,Delivered,N,2025-12-16,2025-12-22,15.44,16070,Prepaid,Standard,2025-12-16 19:43:00,
L9782,W31,R07,C02,766.07,Delayed,Y,2025-12-16,2025-12-22,15.89,11894,Credit,Standard,2025-12-16 19:45:00,
L8162,W33,R08,C05,1530.53,Delivered,N,2025-12-16,2025-12-18,6.08,31972,Prepaid,Standard,2025-12-16 19:52:00,
L8149,W07,R04,C10,,Delivered,Y,2025-12-16,2025-12-17,14.75,13196,Prepaid,Standard,2025-12-16 19:57:00,
L7426,W20,R04,C12,,Delivered,N,2025-12-16,2025-12-19,16.23,17762,COD,Express,2025-12-16 20:00:00,
L8690,W22,R01,C10,765.49,Delivered,Y,2025-12-16,2025-12-18,12.44,12301,COD,Standard,2025-12-16 20:04:00,
L9720,W21,R07,C07,548.6,Delivered,N,2025-12-16,2025-12-23,15.01,13319,COD,Standard,2025-12-16 20:11:00,
L8799,W29,R08,,377.88,Delivered,N,2025-12-16,2025-12-20,9.15,11396,Prepaid,Express,2025-12-16 20:13:00,
L7121,W07,R04,C02,819.17,Delivered,Y,2025-12-16,2025-12-21,9.03,19337,COD,Standard,2025-12-16 20:18:00,
L7710,W21,R07,C09,690.95,Delivered,N,2025-12-16,2025-12-22,7.25,31864,Prepaid,Standard,2025-12-16 20:30:00,
L8066,W40,R03,C09,840.29,Delivered,Y,2025-12-16,2025-12-22,13.66,12999,Credit,Standard,2025-12-16 20:33:00,
L9288,W27,R05,C04,441.81,Delayed,N,2025-12-16,2025-12-21,10.42,16653,Prepaid,Standard,2025-12-16 20:47:00,
L9120,W24,R04,C09,805.64,Delayed,N,2025-12-16,2025-12-28,4.48,19019,Credit,Express,2025-12-16 20:59:00,
L9202,W10,R03,C01,1141.26,Delivered,N,2025-12-16,2025-12-17,16.44,23834,COD,Standard,2025-12-16 21:06:00,
L7114,W25,R04,C08,742.92,Delivered,N,2025-12-16,2025-12-21,18.41,16923,Prepaid,Standard,2025-12-16 21:18:00,
L7219,W25,R04,C03,645.69,Delivered,N,2025-12-16,2025-12-21,16.74,12280,Credit,Standard,2025-12-16 21:36:00,
L8686,W05,R05,C05,2246.61,Delivered,Y,2025-12-16,2025-12-17,13.23,21409,Prepaid,Standard,2025-12-16 21:44:00,
L9021,W06,R08,C06,918.04,Delivered,N,2025-12-16,2025-12-17,12.75,8276,Prepaid,Standard,2025-12-16 21:50:00,
L7471,W07,R04,C10,9768.72,Delivered,Y,2025-12-16,2025-12-20,3.51,15264,Prepaid,Standard,2025-12-16 22:14:00,
L9787,W14,R08,C01,1418.46,Delayed,N,2025-12-16,2025-12-22,13.04,15620,Prepaid,Standard,2025-12-16 22:38:00,
L9722,W33,R08,C12,593.01,Delivered,N,2025-12-16,2025-12-19,15.84,21851,Prepaid,Standard,2025-12-16 22:40:00,
L8672,W27,R05,C04,330.75,Delayed,N,2025-12-16,2025-12-24,8.19,19020,Prepaid,Standard,2025-12-16 22:45:00,
L7821,W13,R08,C03,858.69,Delivered,N,2025-12-16,2025-12-21,9.64,12770,COD,Express,2025-12-16 22:58:00,
L8507,W03,R05,C13,369.12,Delivered,N,2025-12-16,2025-12-17,15.56,21806,COD,Standard,2025-12-16 23:23:00,
L7977,W37,R08,C10,565.0,Delivered,N,2025-12-16,2025-12-16,13.36,26498,COD,Standard,2025-12-16 23:33:00,
L8903,W20,R04,C06,,Delivered,N,2025-12-16,2025-12-18,8.12,500,Prepaid,Standard,2025-12-16 23:40:00,
L7765,W21,R07,C05,1551.46,Delayed,Y,2025-12-16,2025-12-22,8.47,15386,Prepaid,Standard,2025-12-16 23:44:00,
L8069,W02,R04,C06,1147.47,Delivered,N,2025-12-16,,12.99,17846,COD,Standard,2025-12-16 23:44:00,
L8924,W28,R05,C12,792.83,Delayed,Y,2025-12-17,2025-12-21,14.18,26892,Prepaid,Standard,2025-12-17 00:03:00,
L8495,W12,R04,C14,464.9,Delayed,N,2025-12-17,2025-12-24,6.52,15609,Prepaid,Standard,2025-12-17 00:04:00,
L7959,W02,R04,C02,769.11,Delivered,N,2025-12-17,2025-12-17,6.5,12288,Prepaid,Standard,2025-12-17 00:18:00,
L9106,W03,R05,C02,563.65,Delivered,N,2025-12-17,2025-12-19,4.63,9296,Prepaid,Standard,2025-12-17 00:19:00,
L7750,W07,R04,C13,675.22,Delivered,N,2025-12-17,2025-12-22,10.51,4633,Prepaid,Standard,2025-12-17 00:35:00,
L9374,W20,R04,C05,1023.37,Delivered,N,2025-12-17,2025-12-18,16.5,11920,COD,Standard,2025-12-17 00:44:00,
L7647,W28,R05,C04,526.88,Delivered,N,2025-12-17,2025-12-23,11.14,8663,Prepaid,Express,2025-12-17 01:18:00,
L9113,W23,R03,C01,1278.47,Delayed,Y,2025-12-17,2025-12-22,10.74,11127,Prepaid,Express,2025-12-17 01:21:00,
L9172,W28,R05,C10,677.65,Delivered,N,2025-12-17,2025-12-19,5.08,27419,COD,Standard,2025-12-17 01:32:00,
L9536,W22,R01,C12,1189.73,Delivered,N,2025-12-17,2025-12-19,11.96,13026,Prepaid,Standard,2025-12-17 01:51:00,
L9881,W35,R01,C04,572.03,Delivered,N,2025-12-17,2025-12-19,12.5,2016,Prepaid,Standard,2025-12-17 02:05:00,
L9206,W40,R03,C02,897.88,Delivered,Y,2025-12-17,2025-12-20,16.08,15287,Credit,Standard,2025-12-17 02:42:00,
L8888,W19,R04,C10,613.12,Delivered,Y,2025-12-17,2025-12-21,7.98,3251,COD,Express,2025-12-17 02:44:00,
L8406,W31,R07,C02,666.64,Delivered,Y,2025-12-17,2025-12-20,0.2,15616,COD,Standard,2025-12-17 02:58:00,
L8889,W35,R01,C02,1210.17,Delivered,Y,2025-12-17,2025-12-20,28.15,19881,COD,Standard,2025-12-17 03:04:00,
L8832,W25,R04,C07,360.41,Delivered,N,2025-12-17,2025-12-22,2.61,13271,Prepaid,Standard,2025-12-17 03:18:00,
L9356,W30,R04,C08,5303.7,Delivered,N,2025-12-17,2025-12-20,5.58,25146,Prepaid,Express,2025-12-17 03:41:00,
L8335,W36,R06,C01,2096.99,Delayed,N,2025-12-17,2025-12-17,11.18,5858,Prepaid,Standard,2025-12-17 03:44:00,
L8182,W24,R04,C05,1109.96,Delivered,N,2025-12-17,2025-12-20,11.48,23663,Credit,Express,2025-12-17 04:16:00,
L9666,W32,R03,C15,1773.59,Delivered,N,2025-12-17,2025-12-20,4.84,25218,Prepaid,Express,2025-12-17 04:31:00,
L7078,W06,R08,C07,727.61,Delivered,Y,2025-12-17,2025-12-25,15.82,24066,COD,Express,2025-12-17 04:54:00,
L8610,W38,R06,C01,1687.21,Delivered,N,2025-12-17,2025-12-17,7.59,25646,Credit,Express,2025-12-17 04:55:00,
L8692,W35,R01,C05,943.23,Delivered,N,2025-12-17,2025-12-17,16.81,20557,Credit,SameDay,2025-12-17 05:21:00,
L8745,W33,R08,C03,392.34,Delivered,N,2025-12-17,2025-12-20,6.58,26028,COD,Standard,2025-12-17 05:37:00,
L9105,W25,R04,C02,510.32,Failed,N,2025-12-17,,14.18,4829,Prepaid,Standard,2025-12-17 05:44:00,
L7376,W06,R08,C07,710.54,Delivered,Y,2025-12-17,2025-12-24,18.6,37088,Prepaid,Standard,2025-12-17 05:44:00,
L7701,W29,R08,C05,2061.18,Delivered,Y,2025-12-17,2025-12-19,6.0,19443,COD,Standard,2025-12-17 05:56:00,
L7854,W32,R03,C05,897.47,Delayed,N,2025-12-17,2025-12-23,15.0,19138,Prepaid,Express,2025-12-17 06:12:00,
L7799,W28,R05,C04,807.74,Delivered,N,2025-12-17,2025-12-23,20.19,13683,COD,Standard,2025-12-17 06:24:00,
L9604,W10,R03,C02,495.63,Delivered,N,2025-12-17,2025-12-21,23.51,12297,Prepaid,Standard,2025-12-17 06:26:00,
L7309,W22,R01,C05,1230.3,Delayed,N,2025-12-17,2025-12-22,7.1,11669,Prepaid,Express,2025-12-17 06:35:00,
L8907,W19,R04,C11,981.2,Delivered,Y,2025-12-17,2025-12-24,1.66,25259,Prepaid,Standard,2025-12-17 06:37:00,
L9803,W31,R07,C10,663.53,Delayed,Y,2025-12-17,2025-12-22,9.04,11811,COD,Standard,2025-12-17 06:57:00,
L9653,W34,R04,C08,662.41,Delivered,N,2025-12-17,2025-12-19,11.12,20655,Prepaid,Standard,2025-12-17 07:20:00,
L9836,W11,R07,C04,866.09,Delayed,N,2025-12-17,2025-12-24,6.29,1455,Prepaid,Express,2025-12-17 07:54:00,
L7101,W25,R04,C09,654.32,Delivered,Y,2025-12-17,2025-12-24,5.84,12666,COD,Standard,2025-12-17 08:03:00,
L7476,W21,R07,C10,643.29,Delayed,Y,2025-12-17,2025-12-22,13.47,12876,Prepaid,Standard,2025-12-17 08:09:00,
L8093,W19,R04,C01,1487.63,Delayed,Y,2025-12-17,2025-12-21,7.55,17477,COD,Standard,2025-12-17 08:09:00,
L8267,W14,R08,C04,351.29,Delivered,N,2025-12-17,2025-12-21,9.56,22068,COD,Standard,2025-12-17 08:16:00,
L9694,W39,R06,C01,1163.01,Delayed,N,2025-12-17,2025-12-22,5.36,8348,COD,Standard,2025-12-17 08:16:00,
L9564,W39,R06,,688.0,Delivered,N,2025-12-17,,22.85,11410,Prepaid,Standard,2025-12-17 08:20:00,
L7992,W21,R07,C09,700.56,Delivered,N,2025-12-17,2025-12-22,12.78,25258,Prepaid,Express,2025-12-17 08:27:00,
L8204,W05,R05,C11,730.83,Delivered,N,2025-12-17,2025-12-27,11.76,17012,Prepaid,SameDay,2025-12-17 08:47:00,
L7059,W07,R04,C15,1588.28,Delivered,N,2025-12-17,2025-12-18,8.03,16209,COD,Standard,2025-12-17 08:52:00,
L8671,W14,R08,C12,1213.07,Delivered,N,2025-12-17,2025-12-18,11.82,16751,Prepaid,Standard,2025-12-17 09:37:00,
L7899,W22,R01,C01,1085.79,Delayed,N,2025-12-17,2025-12-22,9.49,12585,COD,Standard,2025-12-17 09:53:00,
L9946,W19,R04,C08,371.26,Delivered,N,2025-12-17,2025-12-21,23.52,14299,Prepaid,Standard,2025-12-17 09:54:00,
L9985,W29,R08,C02,922.56,Delivered,N,2025-12-17,2025-12-19,14.57,18759,Prepaid,Standard,2025-12-17 10:01:00,
L9606,W35,R01,C10,479.02,Delivered,N,2025-12-17,2025-12-20,5.92,1445,Prepaid,Standard,2025-12-17 10:18:00,
L9458,W10,R03,C06,1613.83,Delivered,N,2025-12-17,2025-12-21,7.26,20197,Prepaid,Standard,2025-12-17 10:33:00,
L8801,W13,R08,C10,419.01,Delivered,N,2025-12-17,2025-12-17,13.77,14865,Prepaid,Standard,2025-12-17 10:37:00,
L9916,W33,R08,C04,640.4,Delivered,N,2025-12-17,2025-12-22,4.54,20080,COD,Express,2025-12-17 11:18:00,
L9121,W10,R03,C08,540.76,Delivered,Y,2025-12-17,2025-12-23,6.01,34983,Prepaid,Express,2025-12-17 11:21:00,
L7331,W03,R05,C04,644.23,Delivered,Y,2025-12-17,2025-12-19,19.94,3168,COD,Standard,2025-12-17 11:46:00,
L8029,W25,R04,C04,589.07,Delivered,Y,2025-12-17,2025-12-23,14.36,24872,Credit,Standard,2025-12-17 12:35:00,
L9436,W19,R04,C03,440.29,Delayed,N,2025-12-17,2025-12-27,18.2,36385,Prepaid,Standard,2025-12-17 12:54:00,
L7065,W08,R05,C06,1628.39,Delivered,N,2025-12-17,2025-12-17,13.61,6265,COD,Express,2025-12-17 13:10:00,
L7910,W21,R07,C10,670.97,Delivered,Y,2025-12-17,2025-12-19,19.99,23499,Prepaid,Standard,2025-12-17 13:46:00,
L9022,W17,R08,C01,1034.93,Delivered,N,2025-12-17,2025-12-19,3.81,21302,COD,Standard,2025-12-17 13:57:00,
L7559,W40,R03,C04,729.87,Delayed,N,2025-12-17,2025-12-25,16.73,8292,COD,Standard,2025-12-17 14:03:00,
L9172,W28,R05,C10,705.14,Delivered,N,2025-12-17,2025-12-19,5.08,27419,COD,Standard,2025-12-17 14:32:00,
L7425,W27,R05,C04,808.78,Delivered,N,2025-12-17,2025-12-22,8.2,14771,Prepaid,Standard,2025-12-17 14:34:00,
L8395,W16,R02,C04,630.29,Delivered,N,2025-12-17,2025-12-21,12.91,18127,Prepaid,Standard,2025-12-17 15:19:00,
L8434,W16,R02,C09,634.92,Delivered,Y,2025-12-17,2025-12-22,0.61,12437,COD,Express,2025-12-17 15:27:00,
L7226,W35,R01,C04,559.69,Delivered,N,2025-12-17,2025-12-22,20.26,17761,Prepaid,Standard,2025-12-17 15:31:00,
L9545,W20,R04,C09,590.98,Delivered,N,2025-12-17,2025-12-23,4.1,15943,Credit,Standard,2025-12-17 16:25:00,
L8618,W04,R07,C04,,Delivered,N,2025-12-17,2025-12-21,10.98,8404,COD,Standard,2025-12-17 16:34:00,
L9591,W25,R04,C05,1174.93,Delivered,N,2025-12-17,2025-12-20,12.43,17932,COD,Standard,2025-12-17 16:56:00,
L7075,W05,R05,C03,458.96,Delivered,N,2025-12-17,2025-12-20,16.88,15297,COD,SameDay,2025-12-17 16:57:00,
L8105,W37,R08,C08,664.27,Delivered,Y,2025-12-17,2025-12-22,17.48,500,Prepaid,Standard,2025-12-17 17:10:00,
L7100,W37,R08,C02,668.23,Delivered,Y,2025-12-17,2025-12-21,0.2,19570,COD,Express,2025-12-17 17:12:00,
L7418,W25,R04,,1471.32,Delivered,N,2025-12-17,2025-12-19,5.67,18725,Prepaid,Standard,2025-12-17 17:44:00,
L9426,W09,R02,C14,739.01,Delivered,Y,2025-12-17,2025-12-18,4.23,7760,Prepaid,Standard,2025-12-17 17:56:00,
L8767,W30,R04,C07,524.01,Delivered,Y,2025-12-17,2025-12-23,2.58,18332,Prepaid,Standard,2025-12-17 18:09:00,
L7697,W21,R07,C02,794.58,Delivered,N,2025-12-17,2025-12-21,10.98,25036,Prepaid,Standard,2025-12-17 18:40:00,
L7753,W27,R05,C03,1003.38,Delivered,Y,2025-12-17,2025-12-19,17.71,14226,COD,Express,2025-12-17 18:54:00,
L7532,W21,R07,C04,603.31,Delayed,Y,2025-12-17,2025-12-21,16.88,32581,Prepaid,Standard,2025-12-17 18:55:00,
L9404,W12,R04,C02,687.63,Delivered,N,2025-12-17,2025-12-19,12.91,18066,Prepaid,Express,2025-12-17 19:08:00,
L9080,W19,R04,C12,1385.46,Delayed,N,2025-12-17,2025-12-21,5.58,16928,COD,Express,2025-12-17 19:09:00,
L8111,W03,R05,C12,1444.22,Delivered,Y,2025-12-17,2025-12-20,8.05,21583,Credit,Standard,2025-12-17 20:08:00,
L8150,W38,R06,C08,813.19,Delivered,N,2025-12-17,2025-12-20,22.93,16574,COD,Standard,2025-12-17 20:38:00,
L8157,W11,R07,C06,769.15,Delivered,N,2025-12-17,2025-12-19,7.07,14148,Credit,Standard,2025-12-17 20:45:00,
L9196,W10,R03,C05,1228.47,Delivered,N,2025-12-17,2025-12-21,11.48,33827,COD,Standard,2025-12-17 20:56:00,
L8909,W04,R07,C08,526.73,Delivered,N,2025-12-17,2025-12-21,16.34,27077,Prepaid,Express,2025-12-17 21:01:00,
L8135,W24,R04,C10,477.39,Delayed,N,2025-12-17,2025-12-23,7.22,17473,Prepaid,Standard,2025-12-17 21:06:00,
L8028,W04,R07,C01,608.25,Delivered,N,2025-12-17,2025-12-17,13.63,15345,COD,Standard,2025-12-17 21:31:00,
L7773,W02,R04,C11,988.06,Delayed,Y,2025-12-17,2025-12-15,11.95,19421,Prepaid,Standard,2025-12-17 21:31:00,
L8347,W04,R07,C05,846.03,Delivered,N,2025-12-17,2025-12-18,1.62,24687,COD,Standard,2025-12-17 21:34:00,
L7649,W08,R05,C03,598.63,Delivered,N,2025-12-17,2025-12-20,7.24,14302,COD,Express,2025-12-17 22:06:00,
L7687,W03,R05,C03,615.61,Delivered,N,2025-12-17,2025-12-23,18.56,20658,Prepaid,Express,2025-12-17 22:09:00,
L7577,W05,R05,C08,1136.97,Delivered,Y,2025-12-17,2025-12-21,5.84,2434,COD,Standard,2025-12-17 22:27:00,
L7525,W02,R04,C07,588.96,Delayed,N,2025-12-17,2025-12-26,14.12,8462,Prepaid,Express,2025-12-17 22:51:00,
L9174,W22,R01,C04,409.33,Delivered,N,2025-12-17,2025-12-23,12.36,8455,COD,Standard,2025-12-17 23:05:00,
L7762,W31,R07,C01,1595.42,Delivered,Y,2025-12-17,2025-12-19,21.14,2005,Prepaid,Standard,2025-12-17 23:08:00,
L8708,W24,R04,C08,631.73,Delivered,N,2025-12-17,2025-12-21,5.66,8965,COD,Standard,2025-12-17 23:29:00,
L9717,W11,R07,C03,704.9,Delivered,N,2025-12-18,2025-12-20,12.72,21024,Prepaid,Standard,2025-12-18 00:08:00,
L9331,W20,R04,C03,788.41,Delayed,Y,2025-12-18,2025-12-26,13.46,16879,COD,Standard,2025-12-18 00:17:00,
L7958,W09,R02,C05,1013.64,Delivered,N,2025-12-18,2025-12-21,6.17,16178,COD,Standard,2025-12-18 00:25:00,
L9736,W04,R07,C15,1781.91,Delivered,N,2025-12-18,2025-12-20,4.27,4476,Prepaid,Standard,2025-12-18 00:30:00,
L9777,W12,R04,C07,394.16,Delivered,N,2025-12-18,2025-12-26,15.03,27678,Prepaid,Standard,2025-12-18 00:50:00,
L7164,W08,R05,C04,536.98,Delivered,N,2025-12-18,2025-12-24,1.32,27570,Prepaid,Standard,2025-12-18 01:18:00,
L9446,W11,R07,C13,510.66,Delivered,N,2025-12-18,2025-12-21,13.57,12931,Prepaid,Express,2025-12-18 01:20:00,
L8114,W11,R07,C07,666.67,Delivered,Y,2025-12-18,2025-12-24,18.39,17684,Prepaid,Standard,2025-12-18 01:28:00,
L8424,W09,R02,C02,476.69,Delivered,Y,2025-12-18,2025-12-23,17.02,18873,COD,Standard,2025-12-18 01:42:00,
L7326,W18,R07,C03,662.01,Failed,N,2025-12-16,,10.51,7824,Prepaid,Express,2025-12-18 01:44:00,
L8401,W06,R08,,554.5,Delivered,N,2025-12-18,2025-12-24,17.52,24479,Prepaid,Standard,2025-12-18 02:01:00,
L8088,W17,R08,C02,974.48,Delivered,Y,2025-12-18,2025-12-23,7.65,19515,Prepaid,Standard,2025-12-18 02:16:00,
L9997,W24,R04,C04,817.96,Delivered,N,2025-12-18,2025-12-18,14.83,3167,COD,Standard,2025-12-18 02:44:00,
L8442,W28,R05,C10,356.21,Delivered,N,2025-12-18,2025-12-18,16.62,16244,Prepaid,Standard,2025-12-18 02:52:00,
L7751,W19,R04,C04,683.4,Delivered,N,2025-12-18,2025-12-19,14.77,500,COD,Express,2025-12-18 03:10:00,
L9907,W06,R08,C12,1590.0,Delivered,N,2025-12-18,2025-12-18,22.19,18433,Prepaid,Express,2025-12-18 03:19:00,
L9523,W05,R05,C09,972.03,Delivered,N,2025-12-18,2025-12-21,14.32,17498,COD,Standard,2025-12-18 03:39:00,
L9568,W25,R04,C02,463.06,Delivered,N,2025-12-18,2025-12-21,8.57,25642,Prepaid,Standard,2025-12-18 03:56:00,
L9627,W19,R04,C08,817.85,Delivered,N,2025-12-18,2025-12-20,10.71,25779,Credit,Express,2025-12-18 04:22:00,
L7736,W35,R01,C05,1038.1,Delayed,N,2025-12-18,2025-12-23,8.04,21188,COD,Express,2025-12-18 04:55:00,
L9396,W28,R05,C02,440.43,Delivered,N,2025-12-18,2025-12-21,7.21,17234,COD,Standard,2025-12-18 05:12:00,
L7755,W35,R01,C06,801.77,Delivered,N,2025-12-18,2025-12-20,7.35,14126,COD,Standard,2025-12-18 05:12:00,
L7194,W16,R02,C07,499.64,Delivered,N,2025-12-18,2025-12-21,14.0,8185,Prepaid,Standard,2025-12-18 05:30:00,
L7040,W40,R03,C02,249.21,Delivered,N,2025-12-18,2025-12-19,7.02,17180,COD,Express,2025-12-18 05:38:00,
L8529,W19,R04,C01,1460.91,Delivered,N,2025-12-18,2025-12-18,10.28,13831,Prepaid,Standard,2025-12-18 06:06:00,
L9417,W36,R06,C11,765.45,Delivered,Y,2025-12-18,2025-12-28,5.8,7704,Prepaid,Express,2025-12-18 06:30:00,
L8120,W15,R07,C01,1145.69,Delayed,N,2025-12-18,2025-12-19,13.06,23268,Prepaid,Standard,2025-12-18 06:37:00,
L8397,W01,R01,C07,,Delivered,N,2025-12-18,2025-12-22,11.87,15594,Prepaid,Standard,2025-12-18 07:03:00,
L7447,W15,R07,C06,1372.81,Delivered,N,2025-12-18,2025-12-20,9.92,13908,Prepaid,Express,2025-12-18 07:04:00,
L8835,W21,R07,C08,468.1,Delivered,N,2025-12-18,2025-12-20,18.69,4025,Prepaid,Standard,2025-12-18 07:07:00,
L9789,W31,R07,C10,519.73,Delivered,N,2025-12-18,2025-12-21,20.99,24020,COD,Standard,2025-12-18 07:08:00,
L7238,W11,R07,C01,1147.74,Delivered,N,2025-12-18,2025-12-18,12.38,14576,Credit,Express,2025-12-18 07:28:00,
L7435,W21,R07,C11,703.76,Delivered,Y,2025-12-18,2025-12-26,9.51,11480,Prepaid,Express,2025-12-18 07:35:00,
L7931,W17,R08,C03,629.53,Delayed,N,2025-12-18,2025-12-26,16.82,6403,Prepaid,Standard,2025-12-18 07:37:00,
L9318,W02,R04,C08,494.56,Delivered,N,2025-12-18,2025-12-21,17.74,10146,Prepaid,Standard,2025-12-18 08:22:00,
L7490,W11,R07,C13,275.9,Delivered,N,2025-12-18,2025-12-22,13.66,17979,Prepaid,Standard,2025-12-18 08:24:00,
L8535,W18,R07,C06,1029.62,Delayed,N,2025-12-18,2025-12-24,14.54,9740,Prepaid,Standard,2025-12-18 08:34:00,
L9073,W08,R05,C07,381.41,Delivered,N,2025-12-18,2025-12-24,2.76,9757,Prepaid,Express,2025-12-18 08:35:00,
L9330,W06,R08,C14,547.85,Failed,N,2025-12-18,,21.66,19552,COD,Express,2025-12-18 08:35:00,
L7692,W25,R04,C08,967.04,Delivered,N,2025-12-18,2025-12-19,12.4,5927,Prepaid,Standard,2025-12-18 08:53:00,
